Generación,Mejor Individuo,Fitness
779,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
780,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
781,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
782,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
783,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
784,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
785,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
786,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
787,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
788,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
789,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
790,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
791,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
792,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
793,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
794,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
795,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
796,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
797,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
798,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
799,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
800,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
801,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
802,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
803,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
804,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
805,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
806,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
807,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
808,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
809,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
810,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
811,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
812,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
813,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
814,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
815,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
816,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
817,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
818,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
819,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
820,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
821,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
822,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
823,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
824,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
825,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
826,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
827,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
828,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
829,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
830,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
831,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
832,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
833,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
834,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
835,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
836,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
837,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
838,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
839,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
840,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
841,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
842,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
843,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
844,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
845,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
846,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
847,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 127.98414117512347, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",140965.87978463818
848,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",141336.4737867086
849,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",141336.4737867086
850,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",141336.4737867086
851,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",141336.4737867086
852,"{'x1': 38.41603817629746, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 21.206587022824618, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",141336.4737867086
853,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
854,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
855,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
856,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
857,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
858,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
859,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
860,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
861,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
862,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
863,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
864,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
865,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
866,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 145.09476716045955, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",151162.28705134682
867,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
868,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
869,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
870,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
871,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
872,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
873,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
874,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
875,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
876,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
877,"{'x1': 113.31722056802867, 'x2': 0.13236732070731616, 'x3': 356.09987433301706, 'y1': 126.42702351936535, 'y2': 1.1680093838922767, 'w1': 194.41297443836646, 'w2': 499.12981011436045, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",159546.382288591
